ID,Regions,Periods,MainRoad_4,ParkAndPublicGarden_20
2450,GM0772,2003JJ00,519,418
2451,GM0772,2006JJ00,526,446
2452,GM0772,2008JJ00,526,450
2453,GM0772,2010JJ00,584,501
2454,GM0772,2012JJ00,592,521
2455,GM0772,2015JJ00,589,525
2456,GM0772,2017JJ00,599,582
2457,GM0230,1996JJ00,146,0
2458,GM0230,2000JJ00,145,0
2459,GM0230,2003JJ00,158,6
2460,GM0230,2006JJ00,160,12
2461,GM0230,2008JJ00,162,11
2462,GM0230,2010JJ00,164,11
2463,GM0230,2012JJ00,157,22
2464,GM0230,2015JJ00,152,22
2465,GM0230,2017JJ00,151,21
2466,GM0231,1996JJ00,146,15
2467,GM0231,2000JJ00,112,15
2468,GM0231,2003JJ00,,
2469,GM0231,2006JJ00,,
2470,GM0231,2008JJ00,,
2471,GM0231,2010JJ00,,
2472,GM0231,2012JJ00,,
2473,GM0231,2015JJ00,,
2474,GM0231,2017JJ00,,
2475,GM0114,1996JJ00,792,102
2476,GM0114,2000JJ00,986,163
2477,GM0114,2003JJ00,979,227
2478,GM0114,2006JJ00,1002,236
2479,GM0114,2008JJ00,1036,242
2480,GM0114,2010JJ00,1078,234
2481,GM0114,2012JJ00,1071,272
2482,GM0114,2015JJ00,1048,292
2483,GM0114,2017JJ00,1047,306
2484,GM0388,1996JJ00,44,27
2485,GM0388,2000JJ00,46,29
2486,GM0388,2003JJ00,41,46
2487,GM0388,2006JJ00,43,40
2488,GM0388,2008JJ00,43,45
2489,GM0388,2010JJ00,40,36
2490,GM0388,2012JJ00,38,37
2491,GM0388,2015JJ00,36,37
2492,GM0388,2017JJ00,35,37
2493,GM0153,1996JJ00,431,290
2494,GM0153,2000JJ00,459,286
2495,GM0153,2003JJ00,468,343
2496,GM0153,2006JJ00,464,366
2497,GM0153,2008JJ00,464,364
2498,GM0153,2010JJ00,478,378
2499,GM0153,2012JJ00,474,378
2500,GM0153,2015JJ00,460,392
2501,GM0153,2017JJ00,453,400
2502,GM0232,1996JJ00,287,11
2503,GM0232,2000JJ00,288,11
2504,GM0232,2003JJ00,299,15
2505,GM0232,2006JJ00,300,15
2506,GM0232,2008JJ00,306,15
2507,GM0232,2010JJ00,310,14
2508,GM0232,2012JJ00,311,14
2509,GM0232,2015JJ00,306,16
2510,GM0232,2017JJ00,303,16
2511,GM0233,1996JJ00,131,5
2512,GM0233,2000JJ00,133,5
2513,GM0233,2003JJ00,137,8
2514,GM0233,2006JJ00,136,8
2515,GM0233,2008JJ00,136,8
2516,GM0233,2010JJ00,144,8
2517,GM0233,2012JJ00,140,11
2518,GM0233,2015JJ00,138,11
2519,GM0233,2017JJ00,137,11
2520,GM0777,1996JJ00,171,36
2521,GM0777,2000JJ00,204,45
2522,GM0777,2003JJ00,216,66
2523,GM0777,2006JJ00,214,57
2524,GM0777,2008JJ00,215,56
2525,GM0777,2010JJ00,217,59
2526,GM0777,2012JJ00,217,74
2527,GM0777,2015JJ00,208,79
2528,GM0777,2017JJ00,207,87
2529,GM0068,1996JJ00,223,9
2530,GM0068,2000JJ00,,
2531,GM0068,2003JJ00,,
2532,GM0068,2006JJ00,,
2533,GM0068,2008JJ00,,
2534,GM0068,2010JJ00,,
2535,GM0068,2012JJ00,,
2536,GM0068,2015JJ00,,
2537,GM0068,2017JJ00,,
2538,GM1722,1996JJ00,,
2539,GM1722,2000JJ00,227,9
2540,GM1722,2003JJ00,256,3
2541,GM1722,2006JJ00,234,3
2542,GM1722,2008JJ00,237,3
2543,GM1722,2010JJ00,240,3
2544,GM1722,2012JJ00,230,3
2545,GM1722,2015JJ00,217,3
2546,GM1722,2017JJ00,205,6
2547,GM0778,1996JJ00,195,0
2548,GM0778,2000JJ00,,
2549,GM0778,2003JJ00,,
2550,GM0778,2006JJ00,,
2551,GM0778,2008JJ00,,
2552,GM0778,2010JJ00,,
2553,GM0778,2012JJ00,,
2554,GM0778,2015JJ00,,
2555,GM0778,2017JJ00,,
2556,GM0070,1996JJ00,295,33
2557,GM0070,2000JJ00,292,34
2558,GM0070,2003JJ00,294,46
2559,GM0070,2006JJ00,296,43
2560,GM0070,2008JJ00,274,43
2561,GM0070,2010JJ00,293,44
2562,GM0070,2012JJ00,273,44
2563,GM0070,2015JJ00,262,43
2564,GM0070,2017JJ00,262,43
2565,GM1921,1996JJ00,,
2566,GM1921,2000JJ00,,
2567,GM1921,2003JJ00,,
2568,GM1921,2006JJ00,,
2569,GM1921,2008JJ00,,
2570,GM1921,2010JJ00,,
2571,GM1921,2012JJ00,,
2572,GM1921,2015JJ00,863,65
2573,GM1921,2017JJ00,,
2574,GM1940,1996JJ00,,
2575,GM1940,2000JJ00,,
2576,GM1940,2003JJ00,,
2577,GM1940,2006JJ00,,
2578,GM1940,2008JJ00,,
2579,GM1940,2010JJ00,,
2580,GM1940,2012JJ00,,
2581,GM1940,2015JJ00,,
2582,GM1940,2017JJ00,847,66
2583,GM0653,1996JJ00,216,5
2584,GM0653,2000JJ00,216,5
2585,GM0653,2003JJ00,213,6
2586,GM0653,2006JJ00,206,6
2587,GM0653,2008JJ00,206,5
2588,GM0653,2010JJ00,208,1
2589,GM0653,2012JJ00,207,1
2590,GM0653,2015JJ00,,
2591,GM0653,2017JJ00,,
2592,GM0115,1996JJ00,88,0
2593,GM0115,2000JJ00,,
2594,GM0115,2003JJ00,,
2595,GM0115,2006JJ00,,
2596,GM0115,2008JJ00,,
2597,GM0115,2010JJ00,,
2598,GM0115,2012JJ00,,
2599,GM0115,2015JJ00,,
2600,GM0115,2017JJ00,,
2601,GM0779,1996JJ00,11,17
2602,GM0779,2000JJ00,135,56
2603,GM0779,2003JJ00,133,57
2604,GM0779,2006JJ00,133,56
2605,GM0779,2008JJ00,138,49
2606,GM0779,2010JJ00,135,54
2607,GM0779,2012JJ00,135,55
2608,GM0779,2015JJ00,132,55
2609,GM0779,2017JJ00,132,72
2610,GM0236,1996JJ00,424,8
2611,GM0236,2000JJ00,417,8
2612,GM0236,2003JJ00,440,15
2613,GM0236,2006JJ00,445,17
2614,GM0236,2008JJ00,457,16
2615,GM0236,2010JJ00,448,16
2616,GM0236,2012JJ00,464,16
2617,GM0236,2015JJ00,460,16
2618,GM0236,2017JJ00,442,23
2619,GM0781,1996JJ00,62,20
2620,GM0781,2000JJ00,63,22
2621,GM0781,2003JJ00,63,34
2622,GM0781,2006JJ00,,
2623,GM0781,2008JJ00,,
2624,GM0781,2010JJ00,,
2625,GM0781,2012JJ00,,
2626,GM0781,2015JJ00,,
2627,GM0781,2017JJ00,,
2628,GM1771,1996JJ00,,
2629,GM1771,2000JJ00,,
2630,GM1771,2003JJ00,,
2631,GM1771,2006JJ00,120,37
2632,GM1771,2008JJ00,119,39
2633,GM1771,2010JJ00,120,39
2634,GM1771,2012JJ00,119,51
2635,GM1771,2015JJ00,119,53
2636,GM1771,2017JJ00,119,53
2637,GM0906,1996JJ00,147,14
2638,GM0906,2000JJ00,143,14
2639,GM0906,2003JJ00,,
2640,GM0906,2006JJ00,,
2641,GM0906,2008JJ00,,
2642,GM0906,2010JJ00,,
2643,GM0906,2012JJ00,,
2644,GM0906,2015JJ00,,
2645,GM0906,2017JJ00,,
2646,GM0782,1996JJ00,141,18
2647,GM0782,2000JJ00,,
2648,GM0782,2003JJ00,,
2649,GM0782,2006JJ00,,
2650,GM0782,2008JJ00,,
2651,GM0782,2010JJ00,,
2652,GM0782,2012JJ00,,
2653,GM0782,2015JJ00,,
2654,GM0782,2017JJ00,,
2655,GM1652,1996JJ00,,
2656,GM1652,2000JJ00,271,26
2657,GM1652,2003JJ00,266,26
2658,GM1652,2006JJ00,266,24
2659,GM1652,2008JJ00,265,23
2660,GM1652,2010JJ00,267,24
2661,GM1652,2012JJ00,267,24
2662,GM1652,2015JJ00,266,24
2663,GM1652,2017JJ00,264,24
2664,GM0237,1996JJ00,170,15
2665,GM0237,2000JJ00,172,12
2666,GM0237,2003JJ00,171,13
2667,GM0237,2006JJ00,,
2668,GM0237,2008JJ00,,
2669,GM0237,2010JJ00,,
2670,GM0237,2012JJ00,,
2671,GM0237,2015JJ00,,
2672,GM0237,2017JJ00,,
2673,GM0238,1996JJ00,32,0
2674,GM0238,2000JJ00,32,1
2675,GM0238,2003JJ00,,
2676,GM0238,2006JJ00,,
2677,GM0238,2008JJ00,,
2678,GM0238,2010JJ00,,
2679,GM0238,2012JJ00,,
2680,GM0238,2015JJ00,,
2681,GM0238,2017JJ00,,
2682,GM0154,1996JJ00,74,24
2683,GM0154,2000JJ00,75,19
2684,GM0154,2003JJ00,,
2685,GM0154,2006JJ00,,
2686,GM0154,2008JJ00,,
2687,GM0154,2010JJ00,,
2688,GM0154,2012JJ00,,
2689,GM0154,2015JJ00,,
2690,GM0154,2017JJ00,,
2691,GM0907,1996JJ00,166,5
2692,GM0907,2000JJ00,165,7
2693,GM0907,2003JJ00,163,11
2694,GM0907,2006JJ00,169,11
2695,GM0907,2008JJ00,171,9
2696,GM0907,2010JJ00,176,8
2697,GM0907,2012JJ00,176,8
2698,GM0907,2015JJ00,174,8
2699,GM0907,2017JJ00,172,8
2700,GM0689,1996JJ00,209,0
2701,GM0689,2000JJ00,209,0
2702,GM0689,2003JJ00,194,6
2703,GM0689,2006JJ00,204,6
2704,GM0689,2008JJ00,201,5
2705,GM0689,2010JJ00,203,5
2706,GM0689,2012JJ00,201,5
2707,GM0689,2015JJ00,198,5
2708,GM0689,2017JJ00,194,2
2709,GM0116,1996JJ00,120,15
2710,GM0116,2000JJ00,,
2711,GM0116,2003JJ00,,
2712,GM0116,2006JJ00,,
2713,GM0116,2008JJ00,,
2714,GM0116,2010JJ00,,
2715,GM0116,2012JJ00,,
2716,GM0116,2015JJ00,,
2717,GM0116,2017JJ00,,
2718,GM0784,1996JJ00,214,2
2719,GM0784,2000JJ00,181,6
2720,GM0784,2003JJ00,179,2
2721,GM0784,2006JJ00,183,2
2722,GM0784,2008JJ00,186,2
2723,GM0784,2010JJ00,186,2
2724,GM0784,2012JJ00,185,2
2725,GM0784,2015JJ00,183,4
2726,GM0784,2017JJ00,186,4
2727,GM0511,1996JJ00,278,15
2728,GM0511,2000JJ00,284,15
2729,GM0511,2003JJ00,284,8
2730,GM0511,2006JJ00,283,9
2731,GM0511,2008JJ00,287,3
2732,GM0511,2010JJ00,280,3
2733,GM0511,2012JJ00,269,3
2734,GM0511,2015JJ00,,
2735,GM0511,2017JJ00,,
2736,GM1924,1996JJ00,,
2737,GM1924,2000JJ00,,
2738,GM1924,2003JJ00,,
2739,GM1924,2006JJ00,,
2740,GM1924,2008JJ00,,
2741,GM1924,2010JJ00,,
2742,GM1924,2012JJ00,,
2743,GM1924,2015JJ00,905,47
2744,GM1924,2017JJ00,893,59
2745,GM0664,1996JJ00,419,87
2746,GM0664,2000JJ00,433,89
2747,GM0664,2003JJ00,441,102
2748,GM0664,2006JJ00,435,103
2749,GM0664,2008JJ00,445,100
2750,GM0664,2010JJ00,437,100
2751,GM0664,2012JJ00,431,99
2752,GM0664,2015JJ00,418,113
2753,GM0664,2017JJ00,403,125
2754,GM0785,1996JJ00,54,20
2755,GM0785,2000JJ00,70,20
2756,GM0785,2003JJ00,72,27
2757,GM0785,2006JJ00,75,27
2758,GM0785,2008JJ00,76,30
2759,GM0785,2010JJ00,77,32
2760,GM0785,2012JJ00,76,30
2761,GM0785,2015JJ00,75,30
2762,GM0785,2017JJ00,77,30
2763,GM1942,1996JJ00,,
2764,GM1942,2000JJ00,,
2765,GM1942,2003JJ00,,
2766,GM1942,2006JJ00,,
2767,GM1942,2008JJ00,,
2768,GM1942,2010JJ00,,
2769,GM1942,2012JJ00,,
2770,GM1942,2015JJ00,,
2771,GM1942,2017JJ00,303,95
2772,GM0156,1996JJ00,41,11
2773,GM0156,2000JJ00,41,12
2774,GM0156,2003JJ00,,
2775,GM0156,2006JJ00,,
2776,GM0156,2008JJ00,,
2777,GM0156,2010JJ00,,
2778,GM0156,2012JJ00,,
2779,GM0156,2015JJ00,,
2780,GM0156,2017JJ00,,
2781,GM0512,1996JJ00,167,55
2782,GM0512,2000JJ00,164,56
2783,GM0512,2003JJ00,169,81
2784,GM0512,2006JJ00,174,88
2785,GM0512,2008JJ00,175,89
2786,GM0512,2010JJ00,170,93
2787,GM0512,2012JJ00,165,95
2788,GM0512,2015JJ00,159,96
2789,GM0512,2017JJ00,159,98
2790,GM0239,1996JJ00,204,2
2791,GM0239,2000JJ00,176,2
2792,GM0239,2003JJ00,177,11
2793,GM0239,2006JJ00,,
2794,GM0239,2008JJ00,,
2795,GM0239,2010JJ00,,
2796,GM0239,2012JJ00,,
2797,GM0239,2015JJ00,,
2798,GM0239,2017JJ00,,
2799,GM0513,1996JJ00,93,61
2800,GM0513,2000JJ00,92,64
2801,GM0513,2003JJ00,93,89
2802,GM0513,2006JJ00,93,101
2803,GM0513,2008JJ00,93,92
2804,GM0513,2010JJ00,91,92
2805,GM0513,2012JJ00,92,88
2806,GM0513,2015JJ00,86,86
2807,GM0513,2017JJ00,82,85
2808,GM0693,1996JJ00,147,0
2809,GM0693,2000JJ00,151,0
2810,GM0693,2003JJ00,150,0
2811,GM0693,2006JJ00,161,0
2812,GM0693,2008JJ00,158,0
2813,GM0693,2010JJ00,156,0
2814,GM0693,2012JJ00,156,0
2815,GM0693,2015JJ00,,
2816,GM0693,2017JJ00,,
2817,GM0365,1996JJ00,68,5
2818,GM0365,2000JJ00,64,8
2819,GM0365,2003JJ00,68,10
2820,GM0365,2006JJ00,66,8
2821,GM0365,2008JJ00,66,8
2822,GM0365,2010JJ00,65,8
2823,GM0365,2012JJ00,55,8
2824,GM0365,2015JJ00,,
2825,GM0365,2017JJ00,,
2826,GM0157,1996JJ00,180,8
2827,GM0157,2000JJ00,184,8
2828,GM0157,2003JJ00,,
2829,GM0157,2006JJ00,,
2830,GM0157,2008JJ00,,
2831,GM0157,2010JJ00,,
2832,GM0157,2012JJ00,,
2833,GM0157,2015JJ00,,
2834,GM0157,2017JJ00,,
2835,GM0786,1996JJ00,75,31
2836,GM0786,2000JJ00,76,32
2837,GM0786,2003JJ00,74,37
2838,GM0786,2006JJ00,75,36
2839,GM0786,2008JJ00,78,36
2840,GM0786,2010JJ00,75,39
2841,GM0786,2012JJ00,74,38
2842,GM0786,2015JJ00,71,38
2843,GM0786,2017JJ00,70,38
2844,GM0390,1996JJ00,49,0
2845,GM0390,2000JJ00,46,0
2846,GM0390,2003JJ00,,
2847,GM0390,2006JJ00,,
2848,GM0390,2008JJ00,,
2849,GM0390,2010JJ00,,
2850,GM0390,2012JJ00,,
2851,GM0390,2015JJ00,,
2852,GM0390,2017JJ00,,
2853,GM0517,1996JJ00,63,1
2854,GM0517,2000JJ00,66,1
2855,GM0517,2003JJ00,70,5
2856,GM0517,2006JJ00,75,3
2857,GM0517,2008JJ00,,
2858,GM0517,2010JJ00,,
2859,GM0517,2012JJ00,,
2860,GM0517,2015JJ00,,
2861,GM0517,2017JJ00,,
2862,GM0518,1996JJ00,341,495
2863,GM0518,2000JJ00,339,520
2864,GM0518,2003JJ00,528,531
2865,GM0518,2006JJ00,521,648
2866,GM0518,2008JJ00,538,655
2867,GM0518,2010JJ00,536,655
2868,GM0518,2012JJ00,537,672
2869,GM0518,2015JJ00,536,688
2870,GM0518,2017JJ00,538,662
2871,GM0787,1996JJ00,12,2
2872,GM0787,2000JJ00,,
2873,GM0787,2003JJ00,,
2874,GM0787,2006JJ00,,
2875,GM0787,2008JJ00,,
2876,GM0787,2010JJ00,,
2877,GM0787,2012JJ00,,
2878,GM0787,2015JJ00,,
2879,GM0787,2017JJ00,,
2880,GM0519,1996JJ00,97,11
2881,GM0519,2000JJ00,98,12
2882,GM0519,2003JJ00,95,16
2883,GM0519,2006JJ00,,
2884,GM0519,2008JJ00,,
2885,GM0519,2010JJ00,,
2886,GM0519,2012JJ00,,
2887,GM0519,2015JJ00,,
2888,GM0519,2017JJ00,,
2889,GM0240,1996JJ00,38,22
2890,GM0240,2000JJ00,39,23
2891,GM0240,2003JJ00,41,23
2892,GM0240,2006JJ00,330,49
2893,GM0240,2008JJ00,,
2894,GM0240,2010JJ00,,
2895,GM0240,2012JJ00,,
2896,GM0240,2015JJ00,,
2897,GM0240,2017JJ00,,
2898,GM0241,1996JJ00,78,17
2899,GM0241,2000JJ00,77,14
2900,GM0241,2003JJ00,80,9
2901,GM0241,2006JJ00,81,9
2902,GM0241,2008JJ00,85,9
2903,GM0241,2010JJ00,85,9
2904,GM0241,2012JJ00,84,7
2905,GM0241,2015JJ00,189,27
2906,GM0241,2017JJ00,,
2907,GM0014,1996JJ00,409,365
2908,GM0014,2000JJ00,400,372
2909,GM0014,2003JJ00,411,385
2910,GM0014,2006JJ00,411,408
2911,GM0014,2008JJ00,421,437
2912,GM0014,2010JJ00,460,434
2913,GM0014,2012JJ00,460,434
2914,GM0014,2015JJ00,457,440
2915,GM0014,2017JJ00,484,447
2916,GM0015,1996JJ00,152,12
2917,GM0015,2000JJ00,154,12
2918,GM0015,2003JJ00,155,15
2919,GM0015,2006JJ00,156,33
2920,GM0015,2008JJ00,154,38
2921,GM0015,2010JJ00,164,37
2922,GM0015,2012JJ00,163,37
2923,GM0015,2015JJ00,163,37
2924,GM0015,2017JJ00,162,41
2925,GM0912,1996JJ00,80,2
2926,GM0912,2000JJ00,81,2
2927,GM0912,2003JJ00,,
2928,GM0912,2006JJ00,,
2929,GM0912,2008JJ00,,
2930,GM0912,2010JJ00,,
2931,GM0912,2012JJ00,,
2932,GM0912,2015JJ00,,
2933,GM0912,2017JJ00,,
2934,GM0913,1996JJ00,75,12
2935,GM0913,2000JJ00,,
2936,GM0913,2003JJ00,,
2937,GM0913,2006JJ00,,
2938,GM0913,2008JJ00,,
2939,GM0913,2010JJ00,,
2940,GM0913,2012JJ00,,
2941,GM0913,2015JJ00,,
2942,GM0913,2017JJ00,,
2943,GM1729,1996JJ00,,
2944,GM1729,2000JJ00,179,15
2945,GM1729,2003JJ00,189,24
2946,GM1729,2006JJ00,192,24
2947,GM1729,2008JJ00,194,24
2948,GM1729,2010JJ00,189,23
2949,GM1729,2012JJ00,170,21
2950,GM1729,2015JJ00,169,21
2951,GM1729,2017JJ00,169,21
2952,GM0158,1996JJ00,218,18
2953,GM0158,2000JJ00,221,18
2954,GM0158,2003JJ00,217,29
2955,GM0158,2006JJ00,230,30
2956,GM0158,2008JJ00,230,30
2957,GM0158,2010JJ00,233,30
2958,GM0158,2012JJ00,232,30
2959,GM0158,2015JJ00,232,33
2960,GM0158,2017JJ00,235,32
2961,GM0788,1996JJ00,102,0
2962,GM0788,2000JJ00,125,0
2963,GM0788,2003JJ00,128,12
2964,GM0788,2006JJ00,128,12
2965,GM0788,2008JJ00,134,12
2966,GM0788,2010JJ00,135,12
2967,GM0788,2012JJ00,137,12
2968,GM0788,2015JJ00,135,12
2969,GM0788,2017JJ00,127,12
2970,GM0392,1996JJ00,156,197
2971,GM0392,2000JJ00,164,201
2972,GM0392,2003JJ00,166,234
2973,GM0392,2006JJ00,163,229
2974,GM0392,2008JJ00,162,254
2975,GM0392,2010JJ00,163,247
2976,GM0392,2012JJ00,167,240
2977,GM0392,2015JJ00,167,232
2978,GM0392,2017JJ00,163,229
2979,GM0393,1996JJ00,116,1
2980,GM0393,2000JJ00,106,2
2981,GM0393,2003JJ00,111,5
2982,GM0393,2006JJ00,129,4
2983,GM0393,2008JJ00,131,4
2984,GM0393,2010JJ00,126,1
2985,GM0393,2012JJ00,124,0
2986,GM0393,2015JJ00,120,0
2987,GM0393,2017JJ00,120,1
2988,GM0394,1996JJ00,681,128
2989,GM0394,2000JJ00,716,137
2990,GM0394,2003JJ00,907,217
2991,GM0394,2006JJ00,964,317
2992,GM0394,2008JJ00,1008,321
2993,GM0394,2010JJ00,971,273
2994,GM0394,2012JJ00,991,382
2995,GM0394,2015JJ00,1080,407
2996,GM0394,2017JJ00,1042,686
2997,GM0914,1996JJ00,87,9
2998,GM0914,2000JJ00,88,10
2999,GM0914,2003JJ00,90,21
3000,GM0914,2006JJ00,97,22
3001,GM0914,2008JJ00,,
3002,GM0914,2010JJ00,,
3003,GM0914,2012JJ00,,
3004,GM0914,2015JJ00,,
3005,GM0914,2017JJ00,,
3006,GM1655,1996JJ00,,
3007,GM1655,2000JJ00,307,36
3008,GM1655,2003JJ00,307,31
3009,GM1655,2006JJ00,304,31
3010,GM1655,2008JJ00,302,29
3011,GM1655,2010JJ00,304,24
3012,GM1655,2012JJ00,298,29
3013,GM1655,2015JJ00,290,29
3014,GM1655,2017JJ00,298,29
3015,GM0789,1996JJ00,88,31
3016,GM0789,2000JJ00,,
3017,GM0789,2003JJ00,,
3018,GM0789,2006JJ00,,
3019,GM0789,2008JJ00,,
3020,GM0789,2010JJ00,,
3021,GM0789,2012JJ00,,
3022,GM0789,2015JJ00,,
3023,GM0789,2017JJ00,,
3024,GM0159,1996JJ00,121,1
3025,GM0159,2000JJ00,122,1
3026,GM0159,2003JJ00,,
3027,GM0159,2006JJ00,,
3028,GM0159,2008JJ00,,
3029,GM0159,2010JJ00,,
3030,GM0159,2012JJ00,,
3031,GM0159,2015JJ00,,
3032,GM0159,2017JJ00,,
3033,GM0160,1996JJ00,515,29
3034,GM0160,2000JJ00,513,29
3035,GM0160,2003JJ00,913,53
3036,GM0160,2006JJ00,898,61
3037,GM0160,2008JJ00,897,62
3038,GM0160,2010JJ00,915,59
3039,GM0160,2012JJ00,910,59
3040,GM0160,2015JJ00,899,98
3041,GM0160,2017JJ00,897,101
3042,GM0243,1996JJ00,109,44
3043,GM0243,2000JJ00,126,43
3044,GM0243,2003JJ00,148,51
3045,GM0243,2006JJ00,145,63
3046,GM0243,2008JJ00,148,59
3047,GM0243,2010JJ00,154,59
3048,GM0243,2012JJ00,152,68
3049,GM0243,2015JJ00,149,73
3050,GM0243,2017JJ00,150,80
3051,GM0523,1996JJ00,81,15
3052,GM0523,2000JJ00,76,16
3053,GM0523,2003JJ00,89,15
3054,GM0523,2006JJ00,88,11
3055,GM0523,2008JJ00,90,11
3056,GM0523,2010JJ00,86,11
3057,GM0523,2012JJ00,85,12
3058,GM0523,2015JJ00,90,12
3059,GM0523,2017JJ00,88,12
3060,GM0017,1996JJ00,106,17
3061,GM0017,2000JJ00,103,17
3062,GM0017,2003JJ00,103,16
3063,GM0017,2006JJ00,98,14
3064,GM0017,2008JJ00,100,15
3065,GM0017,2010JJ00,102,14
3066,GM0017,2012JJ00,98,16
3067,GM0017,2015JJ00,98,16
3068,GM0017,2017JJ00,101,16
3069,GM0395,1996JJ00,195,21
3070,GM0395,2000JJ00,195,21
3071,GM0395,2003JJ00,192,31
3072,GM0395,2006JJ00,188,32
3073,GM0395,2008JJ00,190,30
3074,GM0395,2010JJ00,191,20
3075,GM0395,2012JJ00,178,20
3076,GM0395,2015JJ00,,
3077,GM0395,2017JJ00,,
3078,GM0072,1996JJ00,99,4
3079,GM0072,2000JJ00,98,4
3080,GM0072,2003JJ00,106,5
3081,GM0072,2006JJ00,106,4
3082,GM0072,2008JJ00,94,4
3083,GM0072,2010JJ00,103,15
3084,GM0072,2012JJ00,95,14
3085,GM0072,2015JJ00,93,14
3086,GM0072,2017JJ00,89,15
3087,GM0318,1996JJ00,84,6
3088,GM0318,2000JJ00,84,6
3089,GM0318,2003JJ00,,
3090,GM0318,2006JJ00,,
3091,GM0318,2008JJ00,,
3092,GM0318,2010JJ00,,
3093,GM0318,2012JJ00,,
3094,GM0318,2015JJ00,,
3095,GM0318,2017JJ00,,
3096,GM0161,1996JJ00,97,2
3097,GM0161,2000JJ00,98,2
3098,GM0161,2003JJ00,,
3099,GM0161,2006JJ00,,
3100,GM0161,2008JJ00,,
3101,GM0161,2010JJ00,,
3102,GM0161,2012JJ00,,
3103,GM0161,2015JJ00,,
3104,GM0161,2017JJ00,,
3105,GM0244,1996JJ00,150,2
3106,GM0244,2000JJ00,150,2
3107,GM0244,2003JJ00,155,8
3108,GM0244,2006JJ00,151,8
3109,GM0244,2008JJ00,151,8
3110,GM0244,2010JJ00,152,8
3111,GM0244,2012JJ00,150,8
3112,GM0244,2015JJ00,148,8
3113,GM0244,2017JJ00,148,8
3114,GM0117,1996JJ00,206,0
3115,GM0117,2000JJ00,,
3116,GM0117,2003JJ00,,
3117,GM0117,2006JJ00,,
3118,GM0117,2008JJ00,,
3119,GM0117,2010JJ00,,
3120,GM0117,2012JJ00,,
3121,GM0117,2015JJ00,,
3122,GM0117,2017JJ00,,
3123,GM0245,1996JJ00,64,1
3124,GM0245,2000JJ00,,
3125,GM0245,2003JJ00,,
3126,GM0245,2006JJ00,,
3127,GM0245,2008JJ00,,
3128,GM0245,2010JJ00,,
3129,GM0245,2012JJ00,,
3130,GM0245,2015JJ00,,
3131,GM0245,2017JJ00,,
3132,GM1937,1996JJ00,79,9
3133,GM1937,2000JJ00,80,9
3134,GM1937,2003JJ00,82,20
3135,GM1937,2006JJ00,84,21
3136,GM1937,2008JJ00,,
3137,GM1937,2010JJ00,,
3138,GM1937,2012JJ00,,
3139,GM1937,2015JJ00,,
3140,GM1937,2017JJ00,,
3141,GM0396,1996JJ00,89,55
3142,GM0396,2000JJ00,88,57
3143,GM0396,2003JJ00,88,76
3144,GM0396,2006JJ00,88,75
3145,GM0396,2008JJ00,90,76
3146,GM0396,2010JJ00,91,94
3147,GM0396,2012JJ00,77,114
3148,GM0396,2015JJ00,77,116
3149,GM0396,2017JJ00,76,116
3150,GM0397,1996JJ00,36,22
3151,GM0397,2000JJ00,41,21
3152,GM0397,2003JJ00,40,23
3153,GM0397,2006JJ00,39,32
3154,GM0397,2008JJ00,40,32
3155,GM0397,2010JJ00,40,32
3156,GM0397,2012JJ00,38,32
3157,GM0397,2015JJ00,37,34
3158,GM0397,2017JJ00,37,34
3159,GM0246,1996JJ00,240,8
3160,GM0246,2000JJ00,239,8
3161,GM0246,2003JJ00,245,8
3162,GM0246,2006JJ00,247,8
3163,GM0246,2008JJ00,238,7
3164,GM0246,2010JJ00,242,7
3165,GM0246,2012JJ00,239,7
3166,GM0246,2015JJ00,234,7
3167,GM0246,2017JJ00,232,9
3168,GM0074,1996JJ00,334,70
3169,GM0074,2000JJ00,394,72
3170,GM0074,2003JJ00,402,68
3171,GM0074,2006JJ00,398,90
3172,GM0074,2008JJ00,398,88
3173,GM0074,2010JJ00,408,87
3174,GM0074,2012JJ00,401,123
3175,GM0074,2015JJ00,564,134
3176,GM0074,2017JJ00,564,133
3177,GM0247,1996JJ00,31,0
3178,GM0247,2000JJ00,,
3179,GM0247,2003JJ00,,
3180,GM0247,2006JJ00,,
3181,GM0247,2008JJ00,,
3182,GM0247,2010JJ00,,
3183,GM0247,2012JJ00,,
3184,GM0247,2015JJ00,,
3185,GM0247,2017JJ00,,
3186,GM0398,1996JJ00,174,40
3187,GM0398,2000JJ00,172,46
3188,GM0398,2003JJ00,176,53
3189,GM0398,2006JJ00,183,46
3190,GM0398,2008JJ00,191,47
3191,GM0398,2010JJ00,198,111
3192,GM0398,2012JJ00,193,112
3193,GM0398,2015JJ00,199,114
3194,GM0398,2017JJ00,199,124
3195,GM0526,1996JJ00,20,2
3196,GM0526,2000JJ00,19,2
3197,GM0526,2003JJ00,,
3198,GM0526,2006JJ00,,
3199,GM0526,2008JJ00,,
3200,GM0526,2010JJ00,,
3201,GM0526,2012JJ00,,
3202,GM0526,2015JJ00,,
3203,GM0526,2017JJ00,,
3204,GM0917,1996JJ00,317,326
3205,GM0917,2000JJ00,322,330
3206,GM0917,2003JJ00,317,351
3207,GM0917,2006JJ00,320,380
3208,GM0917,2008JJ00,329,387
3209,GM0917,2010JJ00,331,394
3210,GM0917,2012JJ00,331,395
3211,GM0917,2015JJ00,328,397
