ID,RegioS,Perioden,Bevolkingsdichtheid_57
8013,GM0237,2010JJ00,
8014,GM0237,2011JJ00,
8015,GM0237,2012JJ00,
8016,GM0237,2013JJ00,
8017,GM0237,2014JJ00,
8018,GM0237,2015JJ00,
8019,GM0237,2016JJ00,
8020,GM0237,2017JJ00,
8021,GM0237,2018JJ00,
8022,GM0237,2019JJ00,
8023,GM0237,2020JJ00,
8024,GM0237,2021JJ00,
8025,GM0237,2022JJ00,
8026,GM0237,2023JJ00,
8027,GM0237,2024JJ00,
8028,GM0237,2025JJ00,
8029,GM0238,1995JJ00,560
8030,GM0238,1996JJ00,568
8031,GM0238,1997JJ00,571
8032,GM0238,1998JJ00,573
8033,GM0238,1999JJ00,571
8034,GM0238,2000JJ00,573
8035,GM0238,2001JJ00,
8036,GM0238,2002JJ00,
8037,GM0238,2003JJ00,
8038,GM0238,2004JJ00,
8039,GM0238,2005JJ00,
8040,GM0238,2006JJ00,
8041,GM0238,2007JJ00,
8042,GM0238,2008JJ00,
8043,GM0238,2009JJ00,
8044,GM0238,2010JJ00,
8045,GM0238,2011JJ00,
8046,GM0238,2012JJ00,
8047,GM0238,2013JJ00,
8048,GM0238,2014JJ00,
8049,GM0238,2015JJ00,
8050,GM0238,2016JJ00,
8051,GM0238,2017JJ00,
8052,GM0238,2018JJ00,
8053,GM0238,2019JJ00,
8054,GM0238,2020JJ00,
8055,GM0238,2021JJ00,
8056,GM0238,2022JJ00,
8057,GM0238,2023JJ00,
8058,GM0238,2024JJ00,
8059,GM0238,2025JJ00,
8060,GM0154,1995JJ00,299
8061,GM0154,1996JJ00,303
8062,GM0154,1997JJ00,308
8063,GM0154,1998JJ00,312
8064,GM0154,1999JJ00,319
8065,GM0154,2000JJ00,328
8066,GM0154,2001JJ00,
8067,GM0154,2002JJ00,
8068,GM0154,2003JJ00,
8069,GM0154,2004JJ00,
8070,GM0154,2005JJ00,
8071,GM0154,2006JJ00,
8072,GM0154,2007JJ00,
8073,GM0154,2008JJ00,
8074,GM0154,2009JJ00,
8075,GM0154,2010JJ00,
8076,GM0154,2011JJ00,
8077,GM0154,2012JJ00,
8078,GM0154,2013JJ00,
8079,GM0154,2014JJ00,
8080,GM0154,2015JJ00,
8081,GM0154,2016JJ00,
8082,GM0154,2017JJ00,
8083,GM0154,2018JJ00,
8084,GM0154,2019JJ00,
8085,GM0154,2020JJ00,
8086,GM0154,2021JJ00,
8087,GM0154,2022JJ00,
8088,GM0154,2023JJ00,
8089,GM0154,2024JJ00,
8090,GM0154,2025JJ00,
8091,GM0907,1995JJ00,346
8092,GM0907,1996JJ00,347
8093,GM0907,1997JJ00,348
8094,GM0907,1998JJ00,348
8095,GM0907,1999JJ00,346
8096,GM0907,2000JJ00,347
8097,GM0907,2001JJ00,347
8098,GM0907,2002JJ00,347
8099,GM0907,2003JJ00,351
8100,GM0907,2004JJ00,349
8101,GM0907,2005JJ00,350
8102,GM0907,2006JJ00,350
8103,GM0907,2007JJ00,352
8104,GM0907,2008JJ00,353
8105,GM0907,2009JJ00,358
8106,GM0907,2010JJ00,359
8107,GM0907,2011JJ00,364
8108,GM0907,2012JJ00,364
8109,GM0907,2013JJ00,364
8110,GM0907,2014JJ00,363
8111,GM0907,2015JJ00,363
8112,GM0907,2016JJ00,359
8113,GM0907,2017JJ00,359
8114,GM0907,2018JJ00,358
8115,GM0907,2019JJ00,359
8116,GM0907,2020JJ00,355
8117,GM0907,2021JJ00,358
8118,GM0907,2022JJ00,362
8119,GM0907,2023JJ00,373
8120,GM0907,2024JJ00,374
8121,GM0907,2025JJ00,374
8122,GM0689,1995JJ00,222
8123,GM0689,1996JJ00,223
8124,GM0689,1997JJ00,222
8125,GM0689,1998JJ00,222
8126,GM0689,1999JJ00,222
8127,GM0689,2000JJ00,224
8128,GM0689,2001JJ00,224
8129,GM0689,2002JJ00,225
8130,GM0689,2003JJ00,226
8131,GM0689,2004JJ00,226
8132,GM0689,2005JJ00,227
8133,GM0689,2006JJ00,228
8134,GM0689,2007JJ00,227
8135,GM0689,2008JJ00,227
8136,GM0689,2009JJ00,227
8137,GM0689,2010JJ00,227
8138,GM0689,2011JJ00,227
8139,GM0689,2012JJ00,228
8140,GM0689,2013JJ00,227
8141,GM0689,2014JJ00,227
8142,GM0689,2015JJ00,227
8143,GM0689,2016JJ00,229
8144,GM0689,2017JJ00,230
8145,GM0689,2018JJ00,229
8146,GM0689,2019JJ00,
8147,GM0689,2020JJ00,
8148,GM0689,2021JJ00,
8149,GM0689,2022JJ00,
8150,GM0689,2023JJ00,
8151,GM0689,2024JJ00,
8152,GM0689,2025JJ00,
8153,GM0116,1995JJ00,146
8154,GM0116,1996JJ00,147
8155,GM0116,1997JJ00,147
8156,GM0116,1998JJ00,
8157,GM0116,1999JJ00,
8158,GM0116,2000JJ00,
8159,GM0116,2001JJ00,
8160,GM0116,2002JJ00,
8161,GM0116,2003JJ00,
8162,GM0116,2004JJ00,
8163,GM0116,2005JJ00,
8164,GM0116,2006JJ00,
8165,GM0116,2007JJ00,
8166,GM0116,2008JJ00,
8167,GM0116,2009JJ00,
8168,GM0116,2010JJ00,
8169,GM0116,2011JJ00,
8170,GM0116,2012JJ00,
8171,GM0116,2013JJ00,
8172,GM0116,2014JJ00,
8173,GM0116,2015JJ00,
8174,GM0116,2016JJ00,
8175,GM0116,2017JJ00,
8176,GM0116,2018JJ00,
8177,GM0116,2019JJ00,
8178,GM0116,2020JJ00,
8179,GM0116,2021JJ00,
8180,GM0116,2022JJ00,
8181,GM0116,2023JJ00,
8182,GM0116,2024JJ00,
8183,GM0116,2025JJ00,
8184,GM0784,1995JJ00,333
8185,GM0784,1996JJ00,335
8186,GM0784,1997JJ00,363
8187,GM0784,1998JJ00,364
8188,GM0784,1999JJ00,366
8189,GM0784,2000JJ00,370
8190,GM0784,2001JJ00,374
8191,GM0784,2002JJ00,377
8192,GM0784,2003JJ00,380
8193,GM0784,2004JJ00,383
8194,GM0784,2005JJ00,384
8195,GM0784,2006JJ00,386
8196,GM0784,2007JJ00,387
8197,GM0784,2008JJ00,391
8198,GM0784,2009JJ00,394
8199,GM0784,2010JJ00,397
8200,GM0784,2011JJ00,393
8201,GM0784,2012JJ00,391
8202,GM0784,2013JJ00,395
8203,GM0784,2014JJ00,398
8204,GM0784,2015JJ00,398
8205,GM0784,2016JJ00,399
8206,GM0784,2017JJ00,400
8207,GM0784,2018JJ00,402
8208,GM0784,2019JJ00,404
8209,GM0784,2020JJ00,404
8210,GM0784,2021JJ00,409
8211,GM0784,2022JJ00,406
8212,GM0784,2023JJ00,410
8213,GM0784,2024JJ00,418
8214,GM0784,2025JJ00,436
8215,GM0511,1995JJ00,151
8216,GM0511,1996JJ00,152
8217,GM0511,1997JJ00,152
8218,GM0511,1998JJ00,154
8219,GM0511,1999JJ00,155
8220,GM0511,2000JJ00,156
8221,GM0511,2001JJ00,157
8222,GM0511,2002JJ00,158
8223,GM0511,2003JJ00,161
8224,GM0511,2004JJ00,162
8225,GM0511,2005JJ00,163
8226,GM0511,2006JJ00,163
8227,GM0511,2007JJ00,164
8228,GM0511,2008JJ00,163
8229,GM0511,2009JJ00,162
8230,GM0511,2010JJ00,161
8231,GM0511,2011JJ00,160
8232,GM0511,2012JJ00,160
8233,GM0511,2013JJ00,
8234,GM0511,2014JJ00,
8235,GM0511,2015JJ00,
8236,GM0511,2016JJ00,
8237,GM0511,2017JJ00,
8238,GM0511,2018JJ00,
8239,GM0511,2019JJ00,
8240,GM0511,2020JJ00,
8241,GM0511,2021JJ00,
8242,GM0511,2022JJ00,
8243,GM0511,2023JJ00,
8244,GM0511,2024JJ00,
8245,GM0511,2025JJ00,
8246,GM1924,1995JJ00,
8247,GM1924,1996JJ00,
8248,GM1924,1997JJ00,
8249,GM1924,1998JJ00,
8250,GM1924,1999JJ00,
8251,GM1924,2000JJ00,
8252,GM1924,2001JJ00,
8253,GM1924,2002JJ00,
8254,GM1924,2003JJ00,
8255,GM1924,2004JJ00,
8256,GM1924,2005JJ00,
8257,GM1924,2006JJ00,
8258,GM1924,2007JJ00,
8259,GM1924,2008JJ00,
8260,GM1924,2009JJ00,
8261,GM1924,2010JJ00,
8262,GM1924,2011JJ00,
8263,GM1924,2012JJ00,
8264,GM1924,2013JJ00,185
8265,GM1924,2014JJ00,185
8266,GM1924,2015JJ00,185
8267,GM1924,2016JJ00,184
8268,GM1924,2017JJ00,186
8269,GM1924,2018JJ00,189
8270,GM1924,2019JJ00,190
8271,GM1924,2020JJ00,192
8272,GM1924,2021JJ00,194
8273,GM1924,2022JJ00,195
8274,GM1924,2023JJ00,197
8275,GM1924,2024JJ00,198
8276,GM1924,2025JJ00,199
8277,GM0664,1995JJ00,358
8278,GM0664,1996JJ00,362
8279,GM0664,1997JJ00,367
8280,GM0664,1998JJ00,374
8281,GM0664,1999JJ00,379
8282,GM0664,2000JJ00,385
8283,GM0664,2001JJ00,387
8284,GM0664,2002JJ00,388
8285,GM0664,2003JJ00,390
8286,GM0664,2004JJ00,394
8287,GM0664,2005JJ00,396
8288,GM0664,2006JJ00,395
8289,GM0664,2007JJ00,394
8290,GM0664,2008JJ00,395
8291,GM0664,2009JJ00,396
8292,GM0664,2010JJ00,395
8293,GM0664,2011JJ00,396
8294,GM0664,2012JJ00,398
8295,GM0664,2013JJ00,399
8296,GM0664,2014JJ00,399
8297,GM0664,2015JJ00,401
8298,GM0664,2016JJ00,402
8299,GM0664,2017JJ00,403
8300,GM0664,2018JJ00,407
8301,GM0664,2019JJ00,407
8302,GM0664,2020JJ00,411
8303,GM0664,2021JJ00,417
8304,GM0664,2022JJ00,421
8305,GM0664,2023JJ00,426
8306,GM0664,2024JJ00,429
8307,GM0664,2025JJ00,434
8308,GM0785,1995JJ00,748
8309,GM0785,1996JJ00,762
8310,GM0785,1997JJ00,525
8311,GM0785,1998JJ00,526
8312,GM0785,1999JJ00,530
8313,GM0785,2000JJ00,530
8314,GM0785,2001JJ00,532
8315,GM0785,2002JJ00,535
8316,GM0785,2003JJ00,535
8317,GM0785,2004JJ00,537
8318,GM0785,2005JJ00,533
8319,GM0785,2006JJ00,527
8320,GM0785,2007JJ00,525
8321,GM0785,2008JJ00,531
8322,GM0785,2009JJ00,535
8323,GM0785,2010JJ00,542
8324,GM0785,2011JJ00,542
8325,GM0785,2012JJ00,542
8326,GM0785,2013JJ00,545
8327,GM0785,2014JJ00,549
8328,GM0785,2015JJ00,547
8329,GM0785,2016JJ00,549
8330,GM0785,2017JJ00,554
8331,GM0785,2018JJ00,549
8332,GM0785,2019JJ00,553
8333,GM0785,2020JJ00,556
8334,GM0785,2021JJ00,557
8335,GM0785,2022JJ00,558
8336,GM0785,2023JJ00,563
8337,GM0785,2024JJ00,566
8338,GM0785,2025JJ00,569
8339,GM1942,1995JJ00,
8340,GM1942,1996JJ00,
8341,GM1942,1997JJ00,
8342,GM1942,1998JJ00,
8343,GM1942,1999JJ00,
8344,GM1942,2000JJ00,
8345,GM1942,2001JJ00,
8346,GM1942,2002JJ00,
8347,GM1942,2003JJ00,
8348,GM1942,2004JJ00,
8349,GM1942,2005JJ00,
8350,GM1942,2006JJ00,
8351,GM1942,2007JJ00,
8352,GM1942,2008JJ00,
8353,GM1942,2009JJ00,
8354,GM1942,2010JJ00,
8355,GM1942,2011JJ00,
8356,GM1942,2012JJ00,
8357,GM1942,2013JJ00,
8358,GM1942,2014JJ00,
8359,GM1942,2015JJ00,
8360,GM1942,2016JJ00,1363
8361,GM1942,2017JJ00,1368
8362,GM1942,2018JJ00,1378
8363,GM1942,2019JJ00,1388
8364,GM1942,2020JJ00,1396
8365,GM1942,2021JJ00,1407
8366,GM1942,2022JJ00,1419
8367,GM1942,2023JJ00,1456
8368,GM1942,2024JJ00,1457
8369,GM1942,2025JJ00,1472
8370,GM0156,1995JJ00,1560
8371,GM0156,1996JJ00,1310
8372,GM0156,1997JJ00,1316
8373,GM0156,1998JJ00,1315
8374,GM0156,1999JJ00,1315
8375,GM0156,2000JJ00,1318
8376,GM0156,2001JJ00,
8377,GM0156,2002JJ00,
8378,GM0156,2003JJ00,
8379,GM0156,2004JJ00,
8380,GM0156,2005JJ00,
8381,GM0156,2006JJ00,
8382,GM0156,2007JJ00,
8383,GM0156,2008JJ00,
8384,GM0156,2009JJ00,
8385,GM0156,2010JJ00,
8386,GM0156,2011JJ00,
8387,GM0156,2012JJ00,
8388,GM0156,2013JJ00,
8389,GM0156,2014JJ00,
8390,GM0156,2015JJ00,
8391,GM0156,2016JJ00,
8392,GM0156,2017JJ00,
8393,GM0156,2018JJ00,
8394,GM0156,2019JJ00,
8395,GM0156,2020JJ00,
8396,GM0156,2021JJ00,
8397,GM0156,2022JJ00,
8398,GM0156,2023JJ00,
8399,GM0156,2024JJ00,
8400,GM0156,2025JJ00,
8401,GM0512,1995JJ00,1669
8402,GM0512,1996JJ00,1689
8403,GM0512,1997JJ00,1715
8404,GM0512,1998JJ00,1720
8405,GM0512,1999JJ00,1751
8406,GM0512,2000JJ00,1763
8407,GM0512,2001JJ00,1783
8408,GM0512,2002JJ00,1801
8409,GM0512,2003JJ00,1820
8410,GM0512,2004JJ00,1826
8411,GM0512,2005JJ00,1812
8412,GM0512,2006JJ00,1807
8413,GM0512,2007JJ00,1809
8414,GM0512,2008JJ00,1819
8415,GM0512,2009JJ00,1827
8416,GM0512,2010JJ00,1832
8417,GM0512,2011JJ00,1845
8418,GM0512,2012JJ00,1855
8419,GM0512,2013JJ00,1861
8420,GM0512,2014JJ00,1867
8421,GM0512,2015JJ00,1872
8422,GM0512,2016JJ00,1868
8423,GM0512,2017JJ00,1894
8424,GM0512,2018JJ00,1927
8425,GM0512,2019JJ00,1948
8426,GM0512,2020JJ00,1966
8427,GM0512,2021JJ00,1987
8428,GM0512,2022JJ00,2011
8429,GM0512,2023JJ00,2055
8430,GM0512,2024JJ00,2066
8431,GM0512,2025JJ00,2076
8432,GM0239,1995JJ00,152
8433,GM0239,1996JJ00,153
8434,GM0239,1997JJ00,152
8435,GM0239,1998JJ00,151
8436,GM0239,1999JJ00,150
8437,GM0239,2000JJ00,154
8438,GM0239,2001JJ00,155
8439,GM0239,2002JJ00,155
8440,GM0239,2003JJ00,155
8441,GM0239,2004JJ00,156
8442,GM0239,2005JJ00,
8443,GM0239,2006JJ00,
8444,GM0239,2007JJ00,
8445,GM0239,2008JJ00,
8446,GM0239,2009JJ00,
8447,GM0239,2010JJ00,
8448,GM0239,2011JJ00,
8449,GM0239,2012JJ00,
8450,GM0239,2013JJ00,
8451,GM0239,2014JJ00,
8452,GM0239,2015JJ00,
8453,GM0239,2016JJ00,
8454,GM0239,2017JJ00,
8455,GM0239,2018JJ00,
8456,GM0239,2019JJ00,
8457,GM0239,2020JJ00,
8458,GM0239,2021JJ00,
8459,GM0239,2022JJ00,
8460,GM0239,2023JJ00,
8461,GM0239,2024JJ00,
8462,GM0239,2025JJ00,
8463,GM0513,1995JJ00,4568
8464,GM0513,1996JJ00,4164
8465,GM0513,1997JJ00,4190
8466,GM0513,1998JJ00,4194
8467,GM0513,1999JJ00,4196
8468,GM0513,2000JJ00,4233
8469,GM0513,2001JJ00,4225
8470,GM0513,2002JJ00,4219
8471,GM0513,2003JJ00,4235
8472,GM0513,2004JJ00,4244
8473,GM0513,2005JJ00,4243
8474,GM0513,2006JJ00,4223
8475,GM0513,2007JJ00,4198
8476,GM0513,2008JJ00,4192
8477,GM0513,2009JJ00,4201
8478,GM0513,2010JJ00,4218
8479,GM0513,2011JJ00,4214
8480,GM0513,2012JJ00,4225
8481,GM0513,2013JJ00,4210
8482,GM0513,2014JJ00,4212
8483,GM0513,2015JJ00,4222
8484,GM0513,2016JJ00,4232
8485,GM0513,2017JJ00,4266
8486,GM0513,2018JJ00,4405
8487,GM0513,2019JJ00,4434
8488,GM0513,2020JJ00,4449
8489,GM0513,2021JJ00,4464
8490,GM0513,2022JJ00,4491
8491,GM0513,2023JJ00,4565
8492,GM0513,2024JJ00,4592
8493,GM0513,2025JJ00,4638
8494,GM0693,1995JJ00,143
8495,GM0693,1996JJ00,143
8496,GM0693,1997JJ00,144
8497,GM0693,1998JJ00,143
8498,GM0693,1999JJ00,144
8499,GM0693,2000JJ00,144
8500,GM0693,2001JJ00,145
8501,GM0693,2002JJ00,145
8502,GM0693,2003JJ00,144
8503,GM0693,2004JJ00,144
8504,GM0693,2005JJ00,144
8505,GM0693,2006JJ00,145
8506,GM0693,2007JJ00,146
8507,GM0693,2008JJ00,146
8508,GM0693,2009JJ00,147
8509,GM0693,2010JJ00,146
8510,GM0693,2011JJ00,147
8511,GM0693,2012JJ00,146
8512,GM0693,2013JJ00,
8513,GM0693,2014JJ00,
8514,GM0693,2015JJ00,
8515,GM0693,2016JJ00,
8516,GM0693,2017JJ00,
8517,GM0693,2018JJ00,
8518,GM0693,2019JJ00,
8519,GM0693,2020JJ00,
8520,GM0693,2021JJ00,
8521,GM0693,2022JJ00,
8522,GM0693,2023JJ00,
8523,GM0693,2024JJ00,
8524,GM0693,2025JJ00,
8525,GM0365,1995JJ00,304
8526,GM0365,1996JJ00,306
8527,GM0365,1997JJ00,306
8528,GM0365,1998JJ00,310
8529,GM0365,1999JJ00,313
8530,GM0365,2000JJ00,316
8531,GM0365,2001JJ00,321
8532,GM0365,2002JJ00,320
8533,GM0365,2003JJ00,316
8534,GM0365,2004JJ00,323
8535,GM0365,2005JJ00,325
8536,GM0365,2006JJ00,327
8537,GM0365,2007JJ00,327
8538,GM0365,2008JJ00,325
8539,GM0365,2009JJ00,323
8540,GM0365,2010JJ00,324
8541,GM0365,2011JJ00,324
8542,GM0365,2012JJ00,321
8543,GM0365,2013JJ00,322
8544,GM0365,2014JJ00,324
8545,GM0365,2015JJ00,
8546,GM0365,2016JJ00,
8547,GM0365,2017JJ00,
8548,GM0365,2018JJ00,
8549,GM0365,2019JJ00,
8550,GM0365,2020JJ00,
8551,GM0365,2021JJ00,
8552,GM0365,2022JJ00,
8553,GM0365,2023JJ00,
8554,GM0365,2024JJ00,
8555,GM0365,2025JJ00,
8556,GM0157,1995JJ00,108
8557,GM0157,1996JJ00,108
8558,GM0157,1997JJ00,109
8559,GM0157,1998JJ00,110
8560,GM0157,1999JJ00,112
8561,GM0157,2000JJ00,112
8562,GM0157,2001JJ00,
8563,GM0157,2002JJ00,
8564,GM0157,2003JJ00,
8565,GM0157,2004JJ00,
8566,GM0157,2005JJ00,
8567,GM0157,2006JJ00,
8568,GM0157,2007JJ00,
8569,GM0157,2008JJ00,
8570,GM0157,2009JJ00,
8571,GM0157,2010JJ00,
8572,GM0157,2011JJ00,
8573,GM0157,2012JJ00,
8574,GM0157,2013JJ00,
8575,GM0157,2014JJ00,
8576,GM0157,2015JJ00,
8577,GM0157,2016JJ00,
8578,GM0157,2017JJ00,
8579,GM0157,2018JJ00,
8580,GM0157,2019JJ00,
8581,GM0157,2020JJ00,
8582,GM0157,2021JJ00,
8583,GM0157,2022JJ00,
8584,GM0157,2023JJ00,
8585,GM0157,2024JJ00,
8586,GM0157,2025JJ00,
8587,GM0786,1995JJ00,443
8588,GM0786,1996JJ00,445
8589,GM0786,1997JJ00,450
8590,GM0786,1998JJ00,459
8591,GM0786,1999JJ00,463
8592,GM0786,2000JJ00,461
8593,GM0786,2001JJ00,463
8594,GM0786,2002JJ00,468
8595,GM0786,2003JJ00,468
8596,GM0786,2004JJ00,473
8597,GM0786,2005JJ00,473
8598,GM0786,2006JJ00,473
8599,GM0786,2007JJ00,471
8600,GM0786,2008JJ00,467
8601,GM0786,2009JJ00,466
8602,GM0786,2010JJ00,475
8603,GM0786,2011JJ00,479
8604,GM0786,2012JJ00,471
8605,GM0786,2013JJ00,468
8606,GM0786,2014JJ00,467
8607,GM0786,2015JJ00,472
8608,GM0786,2016JJ00,465
8609,GM0786,2017JJ00,455
8610,GM0786,2018JJ00,457
8611,GM0786,2019JJ00,459
8612,GM0786,2020JJ00,457
8613,GM0786,2021JJ00,459
8614,GM0786,2022JJ00,
8615,GM0786,2023JJ00,
8616,GM0786,2024JJ00,
8617,GM0786,2025JJ00,
8618,GM0390,1995JJ00,429
8619,GM0390,1996JJ00,434
8620,GM0390,1997JJ00,436
8621,GM0390,1998JJ00,434
8622,GM0390,1999JJ00,431
8623,GM0390,2000JJ00,427
8624,GM0390,2001JJ00,427
8625,GM0390,2002JJ00,
8626,GM0390,2003JJ00,
8627,GM0390,2004JJ00,
8628,GM0390,2005JJ00,
8629,GM0390,2006JJ00,
8630,GM0390,2007JJ00,
8631,GM0390,2008JJ00,
8632,GM0390,2009JJ00,
8633,GM0390,2010JJ00,
8634,GM0390,2011JJ00,
8635,GM0390,2012JJ00,
8636,GM0390,2013JJ00,
8637,GM0390,2014JJ00,
8638,GM0390,2015JJ00,
8639,GM0390,2016JJ00,
8640,GM0390,2017JJ00,
8641,GM0390,2018JJ00,
8642,GM0390,2019JJ00,
8643,GM0390,2020JJ00,
8644,GM0390,2021JJ00,
8645,GM0390,2022JJ00,
8646,GM0390,2023JJ00,
8647,GM0390,2024JJ00,
8648,GM0390,2025JJ00,
8649,GM0517,1995JJ00,453
8650,GM0517,1996JJ00,453
8651,GM0517,1997JJ00,457
8652,GM0517,1998JJ00,455
8653,GM0517,1999JJ00,456
8654,GM0517,2000JJ00,458
8655,GM0517,2001JJ00,459
8656,GM0517,2002JJ00,461
8657,GM0517,2003JJ00,471
8658,GM0517,2004JJ00,469
8659,GM0517,2005JJ00,472
8660,GM0517,2006JJ00,474
8661,GM0517,2007JJ00,
8662,GM0517,2008JJ00,
8663,GM0517,2009JJ00,
8664,GM0517,2010JJ00,
8665,GM0517,2011JJ00,
8666,GM0517,2012JJ00,
8667,GM0517,2013JJ00,
8668,GM0517,2014JJ00,
8669,GM0517,2015JJ00,
8670,GM0517,2016JJ00,
8671,GM0517,2017JJ00,
8672,GM0517,2018JJ00,
8673,GM0517,2019JJ00,
8674,GM0517,2020JJ00,
8675,GM0517,2021JJ00,
8676,GM0517,2022JJ00,
8677,GM0517,2023JJ00,
8678,GM0517,2024JJ00,
8679,GM0517,2025JJ00,
8680,GM0518,1995JJ00,6462
8681,GM0518,1996JJ00,6467
8682,GM0518,1997JJ00,6513
8683,GM0518,1998JJ00,6522
8684,GM0518,1999JJ00,6492
8685,GM0518,2000JJ00,6494
8686,GM0518,2001JJ00,6513
8687,GM0518,2002JJ00,5511
8688,GM0518,2003JJ00,5610
8689,GM0518,2004JJ00,5674
8690,GM0518,2005JJ00,5711
8691,GM0518,2006JJ00,5770
8692,GM0518,2007JJ00,5749
8693,GM0518,2008JJ00,5771
8694,GM0518,2009JJ00,5885
8695,GM0518,2010JJ00,5967
8696,GM0518,2011JJ00,6046
8697,GM0518,2012JJ00,6131
8698,GM0518,2013JJ00,6179
8699,GM0518,2014JJ00,6216
8700,GM0518,2015JJ00,6289
8701,GM0518,2016JJ00,6288
8702,GM0518,2017JJ00,6347
8703,GM0518,2018JJ00,6459
8704,GM0518,2019JJ00,6523
8705,GM0518,2020JJ00,6620
8706,GM0518,2021JJ00,6650
8707,GM0518,2022JJ00,6712
8708,GM0518,2023JJ00,6827
8709,GM0518,2024JJ00,6868
8710,GM0518,2025JJ00,6901
8711,GM0787,1995JJ00,424
8712,GM0787,1996JJ00,427
8713,GM0787,1997JJ00,
8714,GM0787,1998JJ00,
8715,GM0787,1999JJ00,
8716,GM0787,2000JJ00,
8717,GM0787,2001JJ00,
8718,GM0787,2002JJ00,
8719,GM0787,2003JJ00,
8720,GM0787,2004JJ00,
8721,GM0787,2005JJ00,
8722,GM0787,2006JJ00,
8723,GM0787,2007JJ00,
8724,GM0787,2008JJ00,
8725,GM0787,2009JJ00,
8726,GM0787,2010JJ00,
8727,GM0787,2011JJ00,
8728,GM0787,2012JJ00,
8729,GM0787,2013JJ00,
8730,GM0787,2014JJ00,
8731,GM0787,2015JJ00,
8732,GM0787,2016JJ00,
8733,GM0787,2017JJ00,
8734,GM0787,2018JJ00,
8735,GM0787,2019JJ00,
8736,GM0787,2020JJ00,
8737,GM0787,2021JJ00,
8738,GM0787,2022JJ00,
8739,GM0787,2023JJ00,
8740,GM0787,2024JJ00,
8741,GM0787,2025JJ00,
8742,GM0519,1995JJ00,1099
8743,GM0519,1996JJ00,1093
8744,GM0519,1997JJ00,1091
8745,GM0519,1998JJ00,1086
8746,GM0519,1999JJ00,1098
8747,GM0519,2000JJ00,1108
8748,GM0519,2001JJ00,1109
8749,GM0519,2002JJ00,1123
8750,GM0519,2003JJ00,1129
8751,GM0519,2004JJ00,
8752,GM0519,2005JJ00,
8753,GM0519,2006JJ00,
8754,GM0519,2007JJ00,
8755,GM0519,2008JJ00,
8756,GM0519,2009JJ00,
8757,GM0519,2010JJ00,
8758,GM0519,2011JJ00,
8759,GM0519,2012JJ00,
8760,GM0519,2013JJ00,
8761,GM0519,2014JJ00,
8762,GM0519,2015JJ00,
8763,GM0519,2016JJ00,
8764,GM0519,2017JJ00,
8765,GM0519,2018JJ00,
8766,GM0519,2019JJ00,
8767,GM0519,2020JJ00,
8768,GM0519,2021JJ00,
8769,GM0519,2022JJ00,
8770,GM0519,2023JJ00,
8771,GM0519,2024JJ00,
8772,GM0519,2025JJ00,
8773,GM0240,1995JJ00,970
8774,GM0240,1996JJ00,972
8775,GM0240,1997JJ00,982
8776,GM0240,1998JJ00,982
8777,GM0240,1999JJ00,978
8778,GM0240,2000JJ00,972
8779,GM0240,2001JJ00,976
8780,GM0240,2002JJ00,1007
8781,GM0240,2003JJ00,1023
8782,GM0240,2004JJ00,1015
8783,GM0240,2005JJ00,277
8784,GM0240,2006JJ00,274
8785,GM0240,2007JJ00,
8786,GM0240,2008JJ00,
8787,GM0240,2009JJ00,
8788,GM0240,2010JJ00,
8789,GM0240,2011JJ00,
8790,GM0240,2012JJ00,
8791,GM0240,2013JJ00,
8792,GM0240,2014JJ00,
8793,GM0240,2015JJ00,
8794,GM0240,2016JJ00,
8795,GM0240,2017JJ00,
8796,GM0240,2018JJ00,
8797,GM0240,2019JJ00,
8798,GM0240,2020JJ00,
8799,GM0240,2021JJ00,
8800,GM0240,2022JJ00,
8801,GM0240,2023JJ00,
8802,GM0240,2024JJ00,
8803,GM0240,2025JJ00,
8804,GM0241,1995JJ00,424
8805,GM0241,1996JJ00,428
8806,GM0241,1997JJ00,433
8807,GM0241,1998JJ00,435
8808,GM0241,1999JJ00,437
8809,GM0241,2000JJ00,434
8810,GM0241,2001JJ00,439
8811,GM0241,2002JJ00,432
8812,GM0241,2003JJ00,429
8813,GM0241,2004JJ00,427
8814,GM0241,2005JJ00,425
8815,GM0241,2006JJ00,427
8816,GM0241,2007JJ00,429
8817,GM0241,2008JJ00,430
8818,GM0241,2009JJ00,430
8819,GM0241,2010JJ00,429
8820,GM0241,2011JJ00,428
8821,GM0241,2012JJ00,428
8822,GM0241,2013JJ00,431
8823,GM0241,2014JJ00,430
8824,GM0241,2015JJ00,396
8825,GM0241,2016JJ00,
8826,GM0241,2017JJ00,
8827,GM0241,2018JJ00,
8828,GM0241,2019JJ00,
8829,GM0241,2020JJ00,
8830,GM0241,2021JJ00,
8831,GM0241,2022JJ00,
8832,GM0241,2023JJ00,
8833,GM0241,2024JJ00,
8834,GM0241,2025JJ00,
8835,GM0014,1995JJ00,2140
8836,GM0014,1996JJ00,2127
8837,GM0014,1997JJ00,2124
8838,GM0014,1998JJ00,2103
8839,GM0014,1999JJ00,2134
8840,GM0014,2000JJ00,2160
8841,GM0014,2001JJ00,2174
8842,GM0014,2002JJ00,2190
8843,GM0014,2003JJ00,2226
8844,GM0014,2004JJ00,2251
8845,GM0014,2005JJ00,2269
8846,GM0014,2006JJ00,2315
8847,GM0014,2007JJ00,2327
8848,GM0014,2008JJ00,2338
