Region,Year,0 to 10 km,>10 to 20 km,>20 to 50km
GM0563,2010,-1.0,-1.0,-1.0
GM0563,2011,-1.0,-1.0,-1.0
GM0563,2012,-1.0,-1.0,-1.0
GM0563,2013,-1.0,-1.0,-1.0
GM0563,2014,-1.0,-1.0,-1.0
GM0563,2015,-1.0,-1.0,-1.0
GM0563,2016,-1.0,-1.0,-1.0
GM0563,2017,-1.0,-1.0,-1.0
GM0563,2018,-1.0,-1.0,-1.0
GM0563,2019,-1.0,-1.0,-1.0
GM0563,2020,-1.0,-1.0,-1.0
GM0563,2021,-1.0,-1.0,-1.0
GM0563,2022,-1.0,-1.0,-1.0
GM0563,2023,-1.0,-1.0,-1.0
GM0424,2006,-1.0,-1.0,-1.0
GM0424,2007,-1.0,-1.0,-1.0
GM0424,2008,-1.0,-1.0,-1.0
GM0424,2009,-1.0,-1.0,-1.0
GM0424,2010,-1.0,-1.0,-1.0
GM0424,2011,-1.0,-1.0,-1.0
GM0424,2012,-1.0,-1.0,-1.0
GM0424,2013,0.024184197449064103,0.3153056153718734,0.6605101871790624
GM0424,2014,-1.0,-1.0,-1.0
GM0424,2015,-1.0,-1.0,-1.0
GM0424,2016,-1.0,-1.0,-1.0
GM0424,2017,-1.0,-1.0,-1.0
GM0424,2018,-1.0,-1.0,-1.0
GM0424,2019,-1.0,-1.0,-1.0
GM0424,2020,-1.0,-1.0,-1.0
GM0424,2021,-1.0,-1.0,-1.0
GM0424,2022,-1.0,-1.0,-1.0
GM0424,2023,-1.0,-1.0,-1.0
GM0425,2006,-1.0,-1.0,-1.0
GM0425,2007,-1.0,-1.0,-1.0
GM0425,2008,-1.0,-1.0,-1.0
GM0425,2009,-1.0,-1.0,-1.0
GM0425,2010,-1.0,-1.0,-1.0
GM0425,2011,-1.0,-1.0,-1.0
GM0425,2012,-1.0,-1.0,-1.0
GM0425,2013,0.03976617816565124,0.12390910587847852,0.8363247159558703
GM0425,2014,-1.0,-1.0,-1.0
GM0425,2015,-1.0,-1.0,-1.0
GM0425,2016,-1.0,-1.0,-1.0
GM0425,2017,-1.0,-1.0,-1.0
GM0425,2018,-1.0,-1.0,-1.0
GM0425,2019,-1.0,-1.0,-1.0
GM0425,2020,-1.0,-1.0,-1.0
GM0425,2021,-1.0,-1.0,-1.0
GM0425,2022,-1.0,-1.0,-1.0
GM0425,2023,-1.0,-1.0,-1.0
Neder-Betuwe,2006,-1.0,-1.0,-1.0
Neder-Betuwe,2007,-1.0,-1.0,-1.0
Neder-Betuwe,2008,-1.0,-1.0,-1.0
Neder-Betuwe,2009,-1.0,-1.0,-1.0
Neder-Betuwe,2010,-1.0,-1.0,-1.0
Neder-Betuwe,2011,-1.0,-1.0,-1.0
Neder-Betuwe,2012,-1.0,-1.0,-1.0
Neder-Betuwe,2013,0.016521026761332606,0.0978973238667395,0.885581649371928
Neder-Betuwe,2014,-1.0,-1.0,-1.0
Neder-Betuwe,2015,-1.0,-1.0,-1.0
Neder-Betuwe,2016,-1.0,-1.0,-1.0
Neder-Betuwe,2017,0.016696180116367313,0.0928408803440425,0.8904629395395901
Neder-Betuwe,2018,0.01675495872859431,0.08833312800295677,0.894911913268449
Neder-Betuwe,2019,0.01687663418112669,0.08604706441644878,0.8970763014024244
Neder-Betuwe,2020,0.01594933739885071,0.0877213556936789,0.8963293069074704
Neder-Betuwe,2021,-1.0,-1.0,-1.0
Neder-Betuwe,2022,-1.0,-1.0,-1.0
Neder-Betuwe,2023,-1.0,-1.0,-1.0
GM0643,2006,-1.0,-1.0,-1.0
GM0643,2007,-1.0,-1.0,-1.0
GM0643,2008,-1.0,-1.0,-1.0
GM0643,2009,-1.0,-1.0,-1.0
GM0643,2010,-1.0,-1.0,-1.0
GM0643,2011,-1.0,-1.0,-1.0
GM0643,2012,-1.0,-1.0,-1.0
GM0643,2013,0.025591278640059126,0.2178492239467849,0.7565594974131559
GM0643,2014,-1.0,-1.0,-1.0
GM0643,2015,-1.0,-1.0,-1.0
GM0643,2016,-1.0,-1.0,-1.0
GM0643,2017,-1.0,-1.0,-1.0
GM0643,2018,-1.0,-1.0,-1.0
GM0643,2019,-1.0,-1.0,-1.0
GM0643,2020,-1.0,-1.0,-1.0
GM0643,2021,-1.0,-1.0,-1.0
GM0643,2022,-1.0,-1.0,-1.0
GM0643,2023,-1.0,-1.0,-1.0
Nederweert,2006,-1.0,-1.0,-1.0
Nederweert,2007,-1.0,-1.0,-1.0
Nederweert,2008,-1.0,-1.0,-1.0
Nederweert,2009,-1.0,-1.0,-1.0
Nederweert,2010,-1.0,-1.0,-1.0
Nederweert,2011,-1.0,-1.0,-1.0
Nederweert,2012,-1.0,-1.0,-1.0
Nederweert,2013,0.03387052717836656,0.0606391696257853,0.9054903031958481
Nederweert,2014,-1.0,-1.0,-1.0
Nederweert,2015,-1.0,-1.0,-1.0
Nederweert,2016,-1.0,-1.0,-1.0
Nederweert,2017,0.029034599564481005,0.057585289136220665,0.9133801112992983
Nederweert,2018,0.03043783657223133,0.05830016389604308,0.9112619995317256
Nederweert,2019,0.029432213209733486,0.056778679026651215,0.9137891077636153
Nederweert,2020,0.030542986425339366,0.05723981900452489,0.9122171945701357
Nederweert,2021,-1.0,-1.0,-1.0
Nederweert,2022,-1.0,-1.0,-1.0
Nederweert,2023,-1.0,-1.0,-1.0
GM0304,2006,-1.0,-1.0,-1.0
GM0304,2007,-1.0,-1.0,-1.0
GM0304,2008,-1.0,-1.0,-1.0
GM0304,2009,-1.0,-1.0,-1.0
GM0304,2010,-1.0,-1.0,-1.0
GM0304,2011,-1.0,-1.0,-1.0
GM0304,2012,-1.0,-1.0,-1.0
GM0304,2013,0.014930991217063991,0.06072772898368883,0.9243412797992472
GM0304,2014,-1.0,-1.0,-1.0
GM0304,2015,-1.0,-1.0,-1.0
GM0304,2016,-1.0,-1.0,-1.0
GM0304,2017,0.013578826237054085,0.06052934407364787,0.9258918296892981
GM0304,2018,0.013402410181326726,0.060817659646356576,0.9257799301723167
GM0304,2019,-1.0,-1.0,-1.0
GM0304,2020,-1.0,-1.0,-1.0
GM0304,2021,-1.0,-1.0,-1.0
GM0304,2022,-1.0,-1.0,-1.0
GM0304,2023,-1.0,-1.0,-1.0
GM0412,2006,-1.0,-1.0,-1.0
GM0412,2007,-1.0,-1.0,-1.0
GM0412,2008,-1.0,-1.0,-1.0
GM0412,2009,-1.0,-1.0,-1.0
GM0412,2010,-1.0,-1.0,-1.0
GM0412,2011,-1.0,-1.0,-1.0
GM0412,2012,-1.0,-1.0,-1.0
GM0412,2013,-1.0,-1.0,-1.0
GM0412,2014,-1.0,-1.0,-1.0
GM0412,2015,-1.0,-1.0,-1.0
GM0412,2016,-1.0,-1.0,-1.0
GM0412,2017,-1.0,-1.0,-1.0
GM0412,2018,-1.0,-1.0,-1.0
GM0412,2019,-1.0,-1.0,-1.0
GM0412,2020,-1.0,-1.0,-1.0
GM0412,2021,-1.0,-1.0,-1.0
GM0412,2022,-1.0,-1.0,-1.0
GM0412,2023,-1.0,-1.0,-1.0
Nieuwegein,2006,-1.0,-1.0,-1.0
Nieuwegein,2007,-1.0,-1.0,-1.0
Nieuwegein,2008,-1.0,-1.0,-1.0
Nieuwegein,2009,-1.0,-1.0,-1.0
Nieuwegein,2010,-1.0,-1.0,-1.0
Nieuwegein,2011,-1.0,-1.0,-1.0
Nieuwegein,2012,-1.0,-1.0,-1.0
Nieuwegein,2013,0.09538045412484876,0.0776567727240373,0.826962773151114
Nieuwegein,2014,-1.0,-1.0,-1.0
Nieuwegein,2015,-1.0,-1.0,-1.0
Nieuwegein,2016,-1.0,-1.0,-1.0
Nieuwegein,2017,0.09319468211135976,0.07404238515203371,0.8327629327366066
Nieuwegein,2018,0.0967205778942658,0.0758166592085917,0.8274627628971425
Nieuwegein,2019,0.0960300093779306,0.0787746170678337,0.8251953735542358
Nieuwegein,2020,0.09032734432685209,0.08282057592911642,0.8268520797440315
Nieuwegein,2021,-1.0,-1.0,-1.0
Nieuwegein,2022,-1.0,-1.0,-1.0
Nieuwegein,2023,-1.0,-1.0,-1.0
GM0567,2006,-1.0,-1.0,-1.0
GM0567,2007,-1.0,-1.0,-1.0
GM0567,2008,-1.0,-1.0,-1.0
GM0567,2009,-1.0,-1.0,-1.0
GM0567,2010,-1.0,-1.0,-1.0
GM0567,2011,-1.0,-1.0,-1.0
GM0567,2012,-1.0,-1.0,-1.0
GM0567,2013,-1.0,-1.0,-1.0
GM0567,2014,-1.0,-1.0,-1.0
GM0567,2015,-1.0,-1.0,-1.0
GM0567,2016,-1.0,-1.0,-1.0
GM0567,2017,-1.0,-1.0,-1.0
GM0567,2018,-1.0,-1.0,-1.0
GM0567,2019,-1.0,-1.0,-1.0
GM0567,2020,-1.0,-1.0,-1.0
GM0567,2021,-1.0,-1.0,-1.0
GM0567,2022,-1.0,-1.0,-1.0
GM0567,2023,-1.0,-1.0,-1.0
Nieuwkoop,2006,-1.0,-1.0,-1.0
Nieuwkoop,2007,-1.0,-1.0,-1.0
Nieuwkoop,2008,-1.0,-1.0,-1.0
Nieuwkoop,2009,-1.0,-1.0,-1.0
Nieuwkoop,2010,-1.0,-1.0,-1.0
Nieuwkoop,2011,-1.0,-1.0,-1.0
Nieuwkoop,2012,-1.0,-1.0,-1.0
Nieuwkoop,2013,0.007367716008037508,0.0878036899470255,0.904828594044937
Nieuwkoop,2014,-1.0,-1.0,-1.0
Nieuwkoop,2015,-1.0,-1.0,-1.0
Nieuwkoop,2016,-1.0,-1.0,-1.0
Nieuwkoop,2017,0.00828111011638317,0.08096463742166517,0.9107542524619516
Nieuwkoop,2018,0.007832612148764857,0.0824889083639152,0.9096784794873198
Nieuwkoop,2019,0.007262125629472568,0.08157964484495098,0.9111582295255765
Nieuwkoop,2020,0.00758357408171688,0.08661782913743295,0.9057985967808502
Nieuwkoop,2021,-1.0,-1.0,-1.0
Nieuwkoop,2022,-1.0,-1.0,-1.0
Nieuwkoop,2023,-1.0,-1.0,-1.0
GM0571,2006,-1.0,-1.0,-1.0
GM0571,2007,-1.0,-1.0,-1.0
GM0571,2008,-1.0,-1.0,-1.0
GM0571,2009,-1.0,-1.0,-1.0
GM0571,2010,-1.0,-1.0,-1.0
GM0571,2011,-1.0,-1.0,-1.0
GM0571,2012,-1.0,-1.0,-1.0
GM0571,2013,-1.0,-1.0,-1.0
GM0571,2014,-1.0,-1.0,-1.0
GM0571,2015,-1.0,-1.0,-1.0
GM0571,2016,-1.0,-1.0,-1.0
GM0571,2017,-1.0,-1.0,-1.0
GM0571,2018,-1.0,-1.0,-1.0
GM0571,2019,-1.0,-1.0,-1.0
GM0571,2020,-1.0,-1.0,-1.0
GM0571,2021,-1.0,-1.0,-1.0
GM0571,2022,-1.0,-1.0,-1.0
GM0571,2023,-1.0,-1.0,-1.0
GM0104,2006,-1.0,-1.0,-1.0
GM0104,2007,-1.0,-1.0,-1.0
GM0104,2008,-1.0,-1.0,-1.0
GM0104,2009,-1.0,-1.0,-1.0
GM0104,2010,-1.0,-1.0,-1.0
GM0104,2011,-1.0,-1.0,-1.0
GM0104,2012,-1.0,-1.0,-1.0
GM0104,2013,-1.0,-1.0,-1.0
GM0104,2014,-1.0,-1.0,-1.0
GM0104,2015,-1.0,-1.0,-1.0
GM0104,2016,-1.0,-1.0,-1.0
GM0104,2017,-1.0,-1.0,-1.0
GM0104,2018,-1.0,-1.0,-1.0
GM0104,2019,-1.0,-1.0,-1.0
GM0104,2020,-1.0,-1.0,-1.0
GM0104,2021,-1.0,-1.0,-1.0
GM0104,2022,-1.0,-1.0,-1.0
GM0104,2023,-1.0,-1.0,-1.0
Nijkerk,2006,-1.0,-1.0,-1.0
Nijkerk,2007,-1.0,-1.0,-1.0
Nijkerk,2008,-1.0,-1.0,-1.0
Nijkerk,2009,-1.0,-1.0,-1.0
Nijkerk,2010,-1.0,-1.0,-1.0
Nijkerk,2011,-1.0,-1.0,-1.0
Nijkerk,2012,-1.0,-1.0,-1.0
Nijkerk,2013,0.04410451094238499,0.08106297454220633,0.8748325145154087
Nijkerk,2014,-1.0,-1.0,-1.0
Nijkerk,2015,-1.0,-1.0,-1.0
Nijkerk,2016,-1.0,-1.0,-1.0
Nijkerk,2017,0.040369088811995385,0.08503722344552793,0.8745936877424767
Nijkerk,2018,0.039144835892803376,0.08360935461206465,0.877245809495132
Nijkerk,2019,0.04032567049808429,0.08045977011494253,0.8792145593869731
Nijkerk,2020,0.04239140766086874,0.08212147134302825,0.8754871209961032
Nijkerk,2021,-1.0,-1.0,-1.0
Nijkerk,2022,-1.0,-1.0,-1.0
Nijkerk,2023,-1.0,-1.0,-1.0
Nijmegen,2006,-1.0,-1.0,-1.0
Nijmegen,2007,-1.0,-1.0,-1.0
Nijmegen,2008,-1.0,-1.0,-1.0
Nijmegen,2009,-1.0,-1.0,-1.0
Nijmegen,2010,-1.0,-1.0,-1.0
Nijmegen,2011,-1.0,-1.0,-1.0
Nijmegen,2012,-1.0,-1.0,-1.0
Nijmegen,2013,0.10156249999999999,0.10259046052631578,0.7958470394736842
Nijmegen,2014,-1.0,-1.0,-1.0
Nijmegen,2015,-1.0,-1.0,-1.0
Nijmegen,2016,-1.0,-1.0,-1.0
Nijmegen,2017,0.09055699004057542,0.10568056067871633,0.8037624492807082
Nijmegen,2018,0.09480854197349044,0.10732695139911635,0.7978645066273933
Nijmegen,2019,0.09670448406266882,0.10804970286331711,0.795245813074014
Nijmegen,2020,0.1017901017901018,0.10881010881010882,0.7893997893997895
Nijmegen,2021,-1.0,-1.0,-1.0
Nijmegen,2022,-1.0,-1.0,-1.0
Nijmegen,2023,-1.0,-1.0,-1.0
Nissewaard,2006,-1.0,-1.0,-1.0
Nissewaard,2007,-1.0,-1.0,-1.0
Nissewaard,2008,-1.0,-1.0,-1.0
Nissewaard,2009,-1.0,-1.0,-1.0
Nissewaard,2010,-1.0,-1.0,-1.0
Nissewaard,2011,-1.0,-1.0,-1.0
Nissewaard,2012,-1.0,-1.0,-1.0
Nissewaard,2013,-1.0,-1.0,-1.0
Nissewaard,2014,-1.0,-1.0,-1.0
Nissewaard,2015,-1.0,-1.0,-1.0
Nissewaard,2016,-1.0,-1.0,-1.0
Nissewaard,2017,0.026575171553337492,0.23480973175296319,0.7386150966936993
Nissewaard,2018,0.025605966438781855,0.23542573026724675,0.7389683032939715
Nissewaard,2019,0.025039504071958187,0.2394554515619302,0.7355050443661115
Nissewaard,2020,0.024332624616111506,0.23068745570517366,0.7449799196787149
Nissewaard,2021,-1.0,-1.0,-1.0
Nissewaard,2022,-1.0,-1.0,-1.0
Nissewaard,2023,-1.0,-1.0,-1.0
Noardeast-Fryslân,2006,-1.0,-1.0,-1.0
Noardeast-Fryslân,2007,-1.0,-1.0,-1.0
Noardeast-Fryslân,2008,-1.0,-1.0,-1.0
Noardeast-Fryslân,2009,-1.0,-1.0,-1.0
Noardeast-Fryslân,2010,-1.0,-1.0,-1.0
Noardeast-Fryslân,2011,-1.0,-1.0,-1.0
Noardeast-Fryslân,2012,-1.0,-1.0,-1.0
Noardeast-Fryslân,2013,-1.0,-1.0,-1.0
Noardeast-Fryslân,2014,-1.0,-1.0,-1.0
Noardeast-Fryslân,2015,-1.0,-1.0,-1.0
Noardeast-Fryslân,2016,-1.0,-1.0,-1.0
Noardeast-Fryslân,2017,-1.0,-1.0,-1.0
Noardeast-Fryslân,2018,-1.0,-1.0,-1.0
Noardeast-Fryslân,2019,0.02055702917771883,0.07824933687002653,0.9011936339522546
Noardeast-Fryslân,2020,0.021766965428937256,0.08002560819462227,0.8982074263764405
Noardeast-Fryslân,2021,-1.0,-1.0,-1.0
Noardeast-Fryslân,2022,-1.0,-1.0,-1.0
Noardeast-Fryslân,2023,-1.0,-1.0,-1.0
Noord-Beveland,2006,-1.0,-1.0,-1.0
Noord-Beveland,2007,-1.0,-1.0,-1.0
Noord-Beveland,2008,-1.0,-1.0,-1.0
Noord-Beveland,2009,-1.0,-1.0,-1.0
Noord-Beveland,2010,-1.0,-1.0,-1.0
Noord-Beveland,2011,-1.0,-1.0,-1.0
Noord-Beveland,2012,-1.0,-1.0,-1.0
Noord-Beveland,2013,0.021311475409836068,0.23114754098360654,0.7475409836065574
Noord-Beveland,2014,-1.0,-1.0,-1.0
Noord-Beveland,2015,-1.0,-1.0,-1.0
Noord-Beveland,2016,-1.0,-1.0,-1.0
Noord-Beveland,2017,0.025835866261398176,0.2492401215805471,0.7249240121580548
Noord-Beveland,2018,0.0258751902587519,0.243531202435312,0.730593607305936
Noord-Beveland,2019,0.022222222222222223,0.23555555555555557,0.7422222222222222
Noord-Beveland,2020,0.02092050209205021,0.22594142259414224,0.7531380753138075
Noord-Beveland,2021,-1.0,-1.0,-1.0
Noord-Beveland,2022,-1.0,-1.0,-1.0
Noord-Beveland,2023,-1.0,-1.0,-1.0
Noordenveld,2006,-1.0,-1.0,-1.0
Noordenveld,2007,-1.0,-1.0,-1.0
Noordenveld,2008,-1.0,-1.0,-1.0
Noordenveld,2009,-1.0,-1.0,-1.0
Noordenveld,2010,-1.0,-1.0,-1.0
Noordenveld,2011,-1.0,-1.0,-1.0
Noordenveld,2012,-1.0,-1.0,-1.0
Noordenveld,2013,0.0390032502708559,0.3125677139761647,0.6484290357529794
Noordenveld,2014,-1.0,-1.0,-1.0
Noordenveld,2015,-1.0,-1.0,-1.0
Noordenveld,2016,-1.0,-1.0,-1.0
Noordenveld,2017,0.037932669511616876,0.3110478899952584,0.6510194404931248
Noordenveld,2018,0.03805104408352668,0.32018561484918795,0.6417633410672854
Noordenveld,2019,0.039297272306981046,0.31853906611188165,0.6421636615811374
Noordenveld,2020,0.039856695029108824,0.3121361397223466,0.6480071652485445
Noordenveld,2021,-1.0,-1.0,-1.0
Noordenveld,2022,-1.0,-1.0,-1.0
Noordenveld,2023,-1.0,-1.0,-1.0
GM0529,2006,-1.0,-1.0,-1.0
GM0529,2007,-1.0,-1.0,-1.0
GM0529,2008,-1.0,-1.0,-1.0
GM0529,2009,-1.0,-1.0,-1.0
GM0529,2010,-1.0,-1.0,-1.0
GM0529,2011,-1.0,-1.0,-1.0
GM0529,2012,-1.0,-1.0,-1.0
GM0529,2013,-1.0,-1.0,-1.0
GM0529,2014,-1.0,-1.0,-1.0
GM0529,2015,-1.0,-1.0,-1.0
GM0529,2016,-1.0,-1.0,-1.0
GM0529,2017,-1.0,-1.0,-1.0
GM0529,2018,-1.0,-1.0,-1.0
GM0529,2019,-1.0,-1.0,-1.0
GM0529,2020,-1.0,-1.0,-1.0
GM0529,2021,-1.0,-1.0,-1.0
GM0529,2022,-1.0,-1.0,-1.0
GM0529,2023,-1.0,-1.0,-1.0
Noordoostpolder,2006,-1.0,-1.0,-1.0
Noordoostpolder,2007,-1.0,-1.0,-1.0
Noordoostpolder,2008,-1.0,-1.0,-1.0
Noordoostpolder,2009,-1.0,-1.0,-1.0
Noordoostpolder,2010,-1.0,-1.0,-1.0
Noordoostpolder,2011,-1.0,-1.0,-1.0
Noordoostpolder,2012,-1.0,-1.0,-1.0
Noordoostpolder,2013,0.0410612760581175,0.05559065066329753,0.9033480732785849
Noordoostpolder,2014,-1.0,-1.0,-1.0
Noordoostpolder,2015,-1.0,-1.0,-1.0
Noordoostpolder,2016,-1.0,-1.0,-1.0
Noordoostpolder,2017,0.04827968923418424,0.054384017758046625,0.8973362930077692
Noordoostpolder,2018,0.048727666486193824,0.05630752571737953,0.8949648077964266
Noordoostpolder,2019,0.050451407328730755,0.05947955390334573,0.8900690387679235
Noordoostpolder,2020,0.049044914816726896,0.060918946824987094,0.890036138358286
Noordoostpolder,2021,-1.0,-1.0,-1.0
Noordoostpolder,2022,-1.0,-1.0,-1.0
Noordoostpolder,2023,-1.0,-1.0,-1.0
Noordwijk,2006,-1.0,-1.0,-1.0
Noordwijk,2007,-1.0,-1.0,-1.0
Noordwijk,2008,-1.0,-1.0,-1.0
Noordwijk,2009,-1.0,-1.0,-1.0
Noordwijk,2010,-1.0,-1.0,-1.0
Noordwijk,2011,-1.0,-1.0,-1.0
Noordwijk,2012,-1.0,-1.0,-1.0
Noordwijk,2013,0.02635294117647059,0.049176470588235294,0.9244705882352942
Noordwijk,2014,-1.0,-1.0,-1.0
Noordwijk,2015,-1.0,-1.0,-1.0
Noordwijk,2016,-1.0,-1.0,-1.0
Noordwijk,2017,0.02745154550039628,0.045104114129260034,0.9274443403703436
Noordwijk,2018,0.028198801550934086,0.04349665139231583,0.92830454705675
Noordwijk,2019,0.025660377358490565,0.06126929674099485,0.9130703259005145
Noordwijk,2020,0.02602304330552245,0.060654217984372934,0.9133227387101047
Noordwijk,2021,-1.0,-1.0,-1.0
Noordwijk,2022,-1.0,-1.0,-1.0
Noordwijk,2023,-1.0,-1.0,-1.0
GM0576,2006,-1.0,-1.0,-1.0
GM0576,2007,-1.0,-1.0,-1.0
GM0576,2008,-1.0,-1.0,-1.0
GM0576,2009,-1.0,-1.0,-1.0
GM0576,2010,-1.0,-1.0,-1.0
GM0576,2011,-1.0,-1.0,-1.0
GM0576,2012,-1.0,-1.0,-1.0
GM0576,2013,0.022236240340640277,0.09785522788203753,0.8799085317773222
GM0576,2014,-1.0,-1.0,-1.0
GM0576,2015,-1.0,-1.0,-1.0
GM0576,2016,-1.0,-1.0,-1.0
GM0576,2017,0.02268471842143166,0.0886504392913726,0.8886648422871958
GM0576,2018,0.023433088650479952,0.08850931677018632,0.8880575945793336
GM0576,2019,-1.0,-1.0,-1.0
GM0576,2020,-1.0,-1.0,-1.0
GM0576,2021,-1.0,-1.0,-1.0
GM0576,2022,-1.0,-1.0,-1.0
GM0576,2023,-1.0,-1.0,-1.0
"Nuenen, Gerwen en Nederwetten",2006,-1.0,-1.0,-1.0
"Nuenen, Gerwen en Nederwetten",2007,-1.0,-1.0,-1.0
"Nuenen, Gerwen en Nederwetten",2008,-1.0,-1.0,-1.0
"Nuenen, Gerwen en Nederwetten",2009,-1.0,-1.0,-1.0
"Nuenen, Gerwen en Nederwetten",2010,-1.0,-1.0,-1.0
"Nuenen, Gerwen en Nederwetten",2011,-1.0,-1.0,-1.0
"Nuenen, Gerwen en Nederwetten",2012,-1.0,-1.0,-1.0
"Nuenen, Gerwen en Nederwetten",2013,0.1807507218479307,0.17324350336862368,0.6460057747834457
"Nuenen, Gerwen en Nederwetten",2014,-1.0,-1.0,-1.0
"Nuenen, Gerwen en Nederwetten",2015,-1.0,-1.0,-1.0
"Nuenen, Gerwen en Nederwetten",2016,-1.0,-1.0,-1.0
"Nuenen, Gerwen en Nederwetten",2017,0.2100626799932238,0.12857868880230394,0.6613586312044724
"Nuenen, Gerwen en Nederwetten",2018,0.21408309694643754,0.12531286500917738,0.6606040380443852
"Nuenen, Gerwen en Nederwetten",2019,0.2102857142857143,0.12440816326530613,0.6653061224489796
"Nuenen, Gerwen en Nederwetten",2020,0.18990956687291768,0.1418372203712518,0.6682532127558306
"Nuenen, Gerwen en Nederwetten",2021,-1.0,-1.0,-1.0
"Nuenen, Gerwen en Nederwetten",2022,-1.0,-1.0,-1.0
"Nuenen, Gerwen en Nederwetten",2023,-1.0,-1.0,-1.0
Nunspeet,2006,-1.0,-1.0,-1.0
Nunspeet,2007,-1.0,-1.0,-1.0
Nunspeet,2008,-1.0,-1.0,-1.0
Nunspeet,2009,-1.0,-1.0,-1.0
Nunspeet,2010,-1.0,-1.0,-1.0
Nunspeet,2011,-1.0,-1.0,-1.0
Nunspeet,2012,-1.0,-1.0,-1.0
Nunspeet,2013,0.01747930082796688,0.0655473781048758,0.9169733210671572
Nunspeet,2014,-1.0,-1.0,-1.0
Nunspeet,2015,-1.0,-1.0,-1.0
Nunspeet,2016,-1.0,-1.0,-1.0
Nunspeet,2017,0.015358720807910793,0.06669471912476331,0.9179465600673259
Nunspeet,2018,0.01501748611396832,0.06665295206747583,0.9183295618185559
Nunspeet,2019,0.01585072231139647,0.06380417335473516,0.9203451043338684
Nunspeet,2020,0.01640625,0.062109375,0.921484375
Nunspeet,2021,-1.0,-1.0,-1.0
Nunspeet,2022,-1.0,-1.0,-1.0
Nunspeet,2023,-1.0,-1.0,-1.0
GM0951,2006,-1.0,-1.0,-1.0
GM0951,2007,-1.0,-1.0,-1.0
GM0951,2008,-1.0,-1.0,-1.0
GM0951,2009,-1.0,-1.0,-1.0
GM0951,2010,-1.0,-1.0,-1.0
GM0951,2011,-1.0,-1.0,-1.0
GM0951,2012,-1.0,-1.0,-1.0
GM0951,2013,0.22929092113982774,0.5142478462557986,0.2564612326043738
GM0951,2014,-1.0,-1.0,-1.0
GM0951,2015,-1.0,-1.0,-1.0
GM0951,2016,-1.0,-1.0,-1.0
GM0951,2017,0.21159593544530783,0.5397489539748954,0.2486551105797968
GM0951,2018,0.1977894124490983,0.527632344386271,0.2745782431646306
GM0951,2019,-1.0,-1.0,-1.0
GM0951,2020,-1.0,-1.0,-1.0
GM0951,2021,-1.0,-1.0,-1.0
GM0951,2022,-1.0,-1.0,-1.0
GM0951,2023,-1.0,-1.0,-1.0
GM0429,2006,-1.0,-1.0,-1.0
GM0429,2007,-1.0,-1.0,-1.0
GM0429,2008,-1.0,-1.0,-1.0
GM0429,2009,-1.0,-1.0,-1.0
GM0429,2010,-1.0,-1.0,-1.0
GM0429,2011,-1.0,-1.0,-1.0
GM0429,2012,-1.0,-1.0,-1.0
GM0429,2013,-1.0,-1.0,-1.0
GM0429,2014,-1.0,-1.0,-1.0
GM0429,2015,-1.0,-1.0,-1.0
GM0429,2016,-1.0,-1.0,-1.0
GM0429,2017,-1.0,-1.0,-1.0
GM0429,2018,-1.0,-1.0,-1.0
GM0429,2019,-1.0,-1.0,-1.0
GM0429,2020,-1.0,-1.0,-1.0
GM0429,2021,-1.0,-1.0,-1.0
GM0429,2022,-1.0,-1.0,-1.0
GM0429,2023,-1.0,-1.0,-1.0
Oegstgeest,2006,-1.0,-1.0,-1.0
Oegstgeest,2007,-1.0,-1.0,-1.0
Oegstgeest,2008,-1.0,-1.0,-1.0
Oegstgeest,2009,-1.0,-1.0,-1.0
Oegstgeest,2010,-1.0,-1.0,-1.0
Oegstgeest,2011,-1.0,-1.0,-1.0
Oegstgeest,2012,-1.0,-1.0,-1.0
Oegstgeest,2013,0.04836101719829487,0.1201675731295017,0.8314714096722035
Oegstgeest,2014,-1.0,-1.0,-1.0
Oegstgeest,2015,-1.0,-1.0,-1.0
Oegstgeest,2016,-1.0,-1.0,-1.0
Oegstgeest,2017,0.04438520493168943,0.11656114628457181,0.8390536487837388
Oegstgeest,2018,0.0452096201866211,0.11683532658693652,0.8379550532264423
Oegstgeest,2019,0.04442029911798542,0.1148536367122587,0.8407260641697558
Oegstgeest,2020,0.0439908171495936,0.11801203697958677,0.8379971458708196
Oegstgeest,2021,-1.0,-1.0,-1.0
Oegstgeest,2022,-1.0,-1.0,-1.0
Oegstgeest,2023,-1.0,-1.0,-1.0
Oirschot,2006,-1.0,-1.0,-1.0
Oirschot,2007,-1.0,-1.0,-1.0
Oirschot,2008,-1.0,-1.0,-1.0
Oirschot,2009,-1.0,-1.0,-1.0
Oirschot,2010,-1.0,-1.0,-1.0
Oirschot,2011,-1.0,-1.0,-1.0
Oirschot,2012,-1.0,-1.0,-1.0
Oirschot,2013,0.02793192748797632,0.2909729929707732,0.6810950795412504
Oirschot,2014,-1.0,-1.0,-1.0
Oirschot,2015,-1.0,-1.0,-1.0
Oirschot,2016,-1.0,-1.0,-1.0
Oirschot,2017,0.017016355526185366,0.31885015694696844,0.6641334875268462
Oirschot,2018,0.017375771354335823,0.30724261123741475,0.6753816174082494
Oirschot,2019,0.017152933632574544,0.3060275729400449,0.6768194934273806
Oirschot,2020,0.01788769637579717,0.299424482812257,0.6826878208119459
Oirschot,2021,-1.0,-1.0,-1.0
